concept	concept_name
C0226550	Internal jugular vein structure
C0006262	Bronchial Fistula
C0264558	Tension Pneumothorax
C0011389	Dental Plaque
C4073074	Abnormal fundus fluorescein angiography
C0017075	Ganglioneuroma
C0595834	Periosteal Route of Administration
C0336630	Endotracheal tube
C0018920	Hemangioma, Cavernous
C0019328	Herniorrhaphy
C0517668	Assessment of passive left hip joint movement
C0227533	Structure of perihepatic region
C3831270	Breast Fibroglandular Tissue
C0442080	Centrilobular
C1704214	Lipogranuloma
C4329100	anterior cell cortex
C0543478	Residual Tumor
C0040746	Structure of transplanted liver
C0018818	Ventricular Septal Defects
C1180142	Oblique plane
C0042497	Mechanical Ventilator
C0040590	Tracheostomy procedure
C0000934	Acclimatization
C0442054	Dorsal part
C0268843	Vesicorectal fistula
C0037293	Skin tag
C0225205	Aponeurosis structure
C0700639	Pyloric Stenosis, Hypertrophic
C4025055	Hypoplasia of the tooth germ
C1880156	Comprehensive
C0006281	Congenital bronchogenic cyst
C0222682	Phalanx Unspecified
C1859335	Thoracolumbar kyphoscoliosis
C0005953	Bone Marrow
C0039508	Tendon structure
C0507238	Apical segmental vein
C0600608	Cyst Fluid
C1555029	reverses
C0227457	Structure of left parotid gland
C0475269	Tumor grade G1
C0017589	Glanders
C1275278	Extraskeletal Myxoid Chondrosarcoma
C0742078	Mass lesion of brain
C0205315	Oblique
C0734072	Right inferior phrenic artery
C0305065	Polyvalent pneumococcal vaccine
C0242363	Islet Cell Tumor
C0034057	Pulmonary Circulation
C0752062	Posterior Horn Cells
C0024796	Marfan Syndrome
C0180647	Fetal scalp electrode
C0456378	Type of bridge device
C0054967	CD6 antigen
C0224849	Structure of extensor tendon
C0030275	Pancreas Transplantation
C1401136	Pregnancy, Interstitial
C1515023	Submitted
C0504056	Inferior wall of left ventricle
C0018916	Hemangioma
C0015211	Eversion
C0030797	Pelvis
C4020725	Nonocclusive coronary artery atherosclerosis
C1705117	Increment
C1273723	Brain region
C4021168	Slender toe
C0033375	Prolactinoma
C0151740	Intracranial Hypertension
C0332209	Non-calcified
C0225608	Right main bronchus structure
C2985562	Transsphenoidal Surgery
C0027439	Nasopharyngeal Neoplasms
C1524031	Minimum
C0039231	Tachycardia
C0059036	Peptide Elongation Factor 1
C0181075	Bone graft - material
C1185729	Cusp (anatomic)
C0226447	Structure of right femoral artery
C1285529	Purpose
C4243600	Wall of anterior cranial fossa
C0022408	Arthropathy
C1179689	T5 innervation
C0001527	Adipose tissue
C4244752	Left corona radiata
C0034084	Pulmonary Subvalvular Stenosis
C0021488	Intra-Articular Injections
C1384494	Metastatic Carcinoma
C0333559	Infarction, Lacunar
C0085762	Alcohol abuse
C1516240	Capacity
C0185098	Bypass graft
C0227813	Body of uterus
C0229742	Structure of pretracheal lymph node
C4520849	Living
C0587240	Erosion of bone
C4331000	Periventricular Region
C0041974	Urethral Stenosis
C1859722	Arthrogryposis, renal dysfunction, and cholestasis 1
C0027809	Neurilemmoma
C0151860	Acquired porencephaly
C0950301	Baker's Antifol
C0060933	Gadolinium DTPA
C0441938	Supratentorial
C0230049	Structure of tuberculum sellae
C0005767	Blood
C0224856	Tendon sheath
C1709707	Proportion
C0750610	Structure of gastric vein
C0007137	Squamous cell carcinoma
C0205375	Uniform - quality
C0227622	Structure of renal segment
C0227038	Maxillary right first premolar
C0434785	Subluxation of hip joint
C1305188	Right colon
C0027530	Neck
C0232278	Protodiastolic gallop with abnormally audible third heart sound
C1300683	CyberKnife
C0455164	Sperm Injections, Intracytoplasmic
C2003903	Profiling (action)
C1511545	Critical
C1290344	Nonspecific interstitial pneumonia
C0228067	Infratentorial brain structure
C0341526	Retroperitoneal cyst
C2750120	Interstitial thickening
C0003484	Abdominal aorta structure
C1518053	Lymph Node by Anatomic Site
C1184740	Tubercle formation
C1859695	Narrowed joint space
C0332465	Obliteration
C0735009	Parenchyma of spleen
C1865060	Molar tooth sign on MRI
C0231187	Decompensation
C0018427	Gyrus Cinguli
C0020312	Hydrothorax
C0745744	End Stage Liver Disease
C0226740	Structure of paraumbilical vein
C0223687	Structure of lesser tuberosity of humerus
C0850292	Radiofrequency Ablation
C3640672	Distal Circumflex Artery
C0230203	Parietal peritoneum
C0185033	Diversion procedure
C0728990	Clinical Use Template
C0010323	Cricoid cartilage structure
C0020883	Creation of ileostomy
C0282609	Bone Marrow Neoplasms
C0014653	Equilibrium
C0007656	Cementation
C1881218	Installation-Related Problem
C0333076	Tortuosity
C0487602	Staining method
C0210657	pemetrexed
C4025414	Radial club hand
C0242073	Pulmonary congestion
C0230366	Structure of left wrist
C0441636	Surgical shortening - action
C0448645	Tendon of popliteus
C0281361	Adenocarcinoma of pancreas
C0155789	Bleeding esophageal varices
C0181074	Graft material
C0549433	Surgical intervention (finding)
C1704398	Immature Bone
C1865343	OSSIFICATION OF THE POSTERIOR LONGITUDINAL LIGAMENT OF SPINE
C0027428	Structure of mucous membrane of nose
C0180236	Curette
C0227976	Posterior lobe of prostate
C0029445	Bone necrosis
C0341318	Enterocutaneous Fistula
C0223170	Body of sixth cervical vertebra
C0949626	Second Look Surgery
C0013687	effusion
C0740457	Malignant neoplasm of kidney
C0241144	Petechiae of skin
C1705052	2-Dimensional
C1548795	Live - Specimen Condition
C0205137	Saccular
C0225949	Leaflet of mitral valve
C0004247	Structure of atrioventricular node
C0023690	Ligation
C0225837	Septum primum
C1720154	Inject - dosing instruction imperative
C0038317	Steroids
C0226708	Structure of left hepatic vein
C0005758	Bulla
C0223125	Body of third cervical vertebra
C0428870	Left to right cardiovascular shunt (finding)
C0221208	Traumatic injection site
C0019655	Histoplasmosis
C0682572	tunica
C0015726	Fear (Mental Process)
C0585105	Right lower zone pneumonia
C0268314	Cholestasis-edema syndrome, Norwegian type
C4761374	Smooth Nodule
C0439148	Unit
C0038531	Subclavian Steal Syndrome
C0012931	Recombinant DNA
C4313588	Bony fusion
C0007759	Cerebellar cortex structure
C0684202	pyloric region
C0025664	Methods aspects
C4288913	Impairment of Anterior Hyoid Excursion
C0410447	Skeletal fluorosis
C0205100	Peripheral
C0039093	Congenital abnormal Synostosis
C1720485	Corneal epithelial dots
C0014536	Epidural Neoplasms
C0034603	Radiometry
C0223716	Proximal epiphysis of ulna
C0038663	Suicide attempt
C3273245	Acute Rejection
C0303896	Blue light
C3854153	guidance - Measure Attribute
C0038833	Superior Vena Cava Syndrome
C0029130	Optic Nerve
C0036037	Bone structure of sacrum
C0227822	Parametrium
C0035007	Psychological reinforcement
C0186010	Cervical arthrodesis
C0027830	neurofibroma
C0338585	Dissection of carotid artery
C0439792	Extent
C0003950	Ascariasis
C0149973	Intrauterine pregnancy
C0156215	Perforation of gallbladder
C0280598	doxorubicin/vincristine protocol
C4726575	Supradiaphragmatic
C0225054	Structure of arcuate ligament of pubis
C0039485	Temporal Lobe
C0037812	Spectrum Analysis
C1182753	Set of right atrial veins
C0448964	Distal anastomosis
C0003855	Arteriovenous fistula
C0735436	Right acetabulum
C0160405	Injury of spleen
C4244323	Fetal abdomen
C0344893	Right cardiac ventricular dilatation
C0010092	Structure of corpus luteum of ovary
C0227189	Middle third of esophagus
C0027819	Neuroblastoma
C0344697	Divided right atrium
C0444916	Duplex
C0015522	Factor XI
C0086431	Hurler-Scheie Syndrome
C4289806	Cesarean Scar Pregnancy
C0230398	Fourth finger
C0002658	amphetamine
C4083049	Muscle (organ)
C0439815	Tactile
C0238124	Necrotizing fasciitis
C1864853	Increased vertebral height
C0230189	Hypogastric region
C1444754	Length
C1864389	PREMATURE CHROMATID SEPARATION TRAIT
C0333118	Retained
C0729269	Periapical
C4055506	Accumulation
C0149575	Structure of superior cerebellar artery
C0021781	Internal Mammary-Coronary Artery Anastomosis
C0032227	Pleural effusion disorder
C1512376	Hematogenous
C0002778	Analysis of substances
C0232493	Epigastric pain
C0740844	AIR FLUID LEVEL (finding)
C0226164	Structure of choroidal artery
C0227573	Structure of accessory pancreatic duct
C4239811	Biceps pulley
C0729603	Proton beam
C0003086	Ankle
C1999039	Anterior-Posterior
C0038539	Empyema, Subdural
C0502842	Right fifth rib
C3853573	Granules dose form
C0334403	Juvenile granulosa cell tumor
C0264361	Traction bronchiectasis
C0032950	prednisolone
C0034963	Natural regeneration
C1179412	Cell cluster
C2986537	Five-year Survival Rate
C0042679	vincristine
C0444532	Right sided
C0224452	Semimembranosus muscle structure
C0192389	Dilation of esophagus due to disease
C0436331	Symptom aggravating factors
C1855899	Broad first metatarsal
C2945640	compromise
C0458450	Prostatic Urethra
C1510992	Average
C0023139	lauric acid
C0332554	Shadow
C0180108	Magnetic resonance imaging contrast media
C1708369	Hilar Area of the Right Lung
C3893558	dinoflagellate sulcus
C1707597	Cyst Formation
C0230444	Shin
C3874987	Orthotopic ureterocele
C0005974	Bone Resorption
C0917707	Cannulation
C0161408	Facial Nerve Injuries
C0158570	Vascular anomaly
C0227386	Transverse colon
C1849265	Overgrowth
C0473237	Frank hematuria
C0748864	small size
C2243051	Large head (disorder)
C0332849	Divide
C0014327	Enteral Nutrition
C0152245	Extravasation of urine
C1265808	Loculated effusion
C0016733	frontal lobe
C1848104	Hypoplastic iliac bones
C0265881	Congenital hypoplasia of aortic arch
C1550611	Specimen Type - Blood arterial
C0241158	Scar Tissue
C0014868	Esophagitis
C0442821	Strong
C1533107	Puff unit dose
C0004144	Atelectasis
C1960832	Partitioning of stomach using band
C0030971	Perception
C0029455	Osteopoikilosis (disorder)
C0006736	Calculi
C1522224	Intrapulmonary Route of Drug Administration
C0376358	Malignant neoplasm of prostate
C0028109	Nipples
C0051208	allogenic effect factor
C0549185	Hypermobility
C0449914	Delivery system
C0855073	Undifferentiated (Embryonal) Sarcoma
C0039727	Thalamic Nuclei
C1562860	Oblique axis
C0010266	Cranial nerve diseases
C0013938	Embryo transfer (procedure)
C2004463	Apex of root of tooth
C0015127	Etiology aspects
C0032949	prednimustine
C0221505	Lesion of brain
C2826600	Tissue Congestion
C0085653	Pyogenic granuloma
C0018494	Hair
C1096458	Vascular occlusion
C0444598	Middle
C0014239	Endoplasmic Reticulum
C0085808	Aneurysm, Mycotic
C0152254	Fatty degeneration
C4086746	Portal Flow Reversal
C0230338	Structure of left axillary region
C0017097	Gardner Syndrome
C0001044	acetylcholinesterase
C1858452	Thickened calvaria
C2350289	Elastic Modulus
C0442150	Paravertebral
C2825201	Atrial Closure Device
C0035439	Rheumatic Heart Disease
C0024947	Maxilla
C2825407	Half
C0225950	Structure of anterior leaflet of mitral valve
C0084113	polyetheretherketone
C0749095	Hematoma, Subdural, Chronic
C0227936	Body of penis
C0039277	Talus
C0011037	Dichlorodiphenyldichloroethane
C0475264	localization
C0223646	Structure of posterior superior iliac spine
C0226730	Structure of right main branch of portal vein
C0267716	Incisional hernia
C0227560	Structure of left hepatic duct
C0332712	Fracture, spiral
C0600139	Prostate carcinoma
C0410632	Schmorl's nodes
C4726583	Suprarenal
C1322279	Dilate procedure
C0011854	Diabetes Mellitus, Insulin-Dependent
C0449438	Status
C0016109	Filum terminale structure
C0439853	Congruent relationship
C0585058	Undisplaced fracture
C0037301	Skin Wrinkling
C0205409	Isolated
C3898900	Healthy
C4024618	Large iliac wings
C0232338	Blood flow
C0441997	Right anterior
C0458582	Upper lip structure
C0694668	Right gluteus medius
C0162387	Trochanteric Fractures
C0024286	Lymphogranuloma Venereum
C3159008	negative regulation of urine volume
C0014035	Enbucrilate
C0028972	Omasum
C0833290	Neck of left femur
C4329099	posterior cell cortex
C2825406	Quarter
C0008318	cholecalciferol
C1276425	Pushing Tumor Margin
C0010278	Craniosynostosis
C0031173	Structure of common peroneal nerve
C0446426	Level of the eighth thoracic vertebra
C2326513	Bronchovascular bundle
C0442145	Paraspinal
C0507191	Right rectus abdominis
C4042814	Plantar Plate
C0025286	Meningioma
C0032319	Pneumopericardium
C1622204	envelope
C0155094	Corneal pannus
C0206329	Anterior longitudinal ligament structure
C0270687	Pseudomeningocele
C0459953	Bone structure of T8
C0409326	Anterior knee pain
C0016277	fluconazole
C0333650	Adipose Tissue Atrophy
C0151937	Rupture of tendon
C1155266	Inflammatory Response
C1179623	Inferior pole
C4086026	Blood-Filled
C0011848	Diabetes Insipidus
C0524865	Reconstructive Surgical Procedures
C2004632	aberrant right subclavian artery
C0844767	Grafting of fat
C0183652	String (device)
C0072980	sirolimus
C1511061	Basal Plate
C0337664	Smoker
C2328150	Right thalamus
C0558347	Surgical revision
C1282573	Evacuation procedure
C0016823	Structure of fundus of eye
C0736905	Scrotal sac
C0600080	Stretching exercises
C2700258	Volume Measurement
C0042232	Vagina
C0227334	appendiceal
C0182431	Aortic valve prosthesis
C0523207	Hematoxylin and eosin stain method
C0332196	Exclude
C0012772	disulfiram
C0227837	Endocervix
C0242690	Tibialis anterior muscle structure
C1968958	Subependymal nodules
C0221358	Long narrow head
C0268407	Senile cardiac amyloidosis
C0020725	Type II Mucolipidosis
C0017070	Ganglia, Spinal
C0489800	Posterior part of left leg
C0025283	Meningeal Arteries
C2951520	Rostromedial auditory cortex
C0344887	Right ventricular abnormality
C0205099	Central
C0262444	Abnormality of the dentition
C2828087	Motion Related Artifact
C0152283	Lateral ventricle, temporal horn
C0446516	Upper arm
C0223157	Intervertebral disc structure of fifth cervical vertebra
C0932431	Proximal epiphysis of tibia
C2825543	Expected Date of Confinement
C0006208	Structure of Broca's area
C0020303	Hydropneumothorax
C0034194	Pyloric Stenosis
C0038556	Submandibular gland
C0079924	Oligohydramnios
C0333068	Flexion contracture
C0230093	Upper trunk structure
C0004943	Behcet Syndrome
C0183663	Stylet, device
C0025424	mercury
C0115137	durapatite
C0003893	Arthroplasty
C0227902	Left fallopian tube
C0010346	Crohn Disease
C1156245	Growth pattern
C0231923	Ventilated
C0032266	Pneumatosis Cystoides Intestinalis
C0028081	Night sweats
C0332550	Increased translucency
C0006675	calcium
C1514893	physiologic resolution
C0205093	Lateral
C0043251	Wounds and Injuries
C0016539	Forefoot, Human
C2986581	Panoramic
C0228252	Uncus of hippocampus
C0340213	Tracheal diverticulosis
C0228270	Structure of superior longitudinal fasciculus
C0021968	iodine
C4288382	Posterior Annulus of the Mitral Valve
C0018825	Heart Valve Prosthesis
C0349609	Pneumocephalus, Tension
C0019079	Hemoptysis
C0224159	Structure of mylohyoid muscle
C4288164	Suprapubic Skin
C0040072	Thymic Cyst
C0035203	Respiration
C0577306	Compressible
C0877326	Bone infarction
C0342501	Adrenal cyst
C0333051	shift displacement
C0080039	Posterior Cruciate Ligament
C0205208	Solid
C0735715	Acetabular rim
C0238088	Rupture of diaphragm
C0543482	morphological
C0230448	Structure of left ankle
C2987648	afatinib
C0034895	Rectovaginal Fistula
C0035335	Retinoblastoma
C0231748	Giving-way
C0227375	Ascending colon
C0224449	Biceps femoris muscle structure
C0185279	Myectomy
C0750493	Suspicious
C0032105	Plasma
C1517033	External Beam Radiation Therapy
C4285890	Carotid artery calcification
C0332296	Free of (attribute)
C0175649	Prosthesis
C1184748	Cartilaginous component
C0224848	Structure of flexor tendon
C0035868	Rotation
C0028429	Nose
C0039409	Tears body substance
C0205405	Bullous
C0230062	Structure of medial wall of orbit
C0230254	Structure of transverse mesocolon
C1709089	Multilocular Thymic Cyst
C2919897	Cervical laminectomy
C0006288	Bronchopulmonary Sequestration
C0205496	Abdominal approach
C0042517	Ventriculostomy
C0028863	Muscle of orbit
C0185042	Reattachment - action
C0036410	Sclera
C0552443	effacement
C0229095	Vitreous cavity structure
C0149525	Calculus of prostate
C0030219	Palate, Soft
C0925985	Viscerocranium
C3829578	Hypoechoic Focus
C3893556	cell surface furrow
C0001268	spectinomycin
C0149531	Fracture of pelvis
C0025060	Mediastinal Cyst
C0524422	Both cardiac atria
C1282927	Shortened
C0228919	Structure of saphenous nerve
C0230168	Abdominal Cavity
C0205042	Coronary artery
C0225924	Atrioventricular valve
C2350307	Cell-Derived Microparticles
C0679006	Decision
C0228176	Left cerebral hemisphere
C0009191	Coccygeal Region
C0521015	mycobacterial
C0040432	Tooth Calcification
C0449668	Site of entry
C0153676	Secondary malignant neoplasm of lung
C0018504	General hair removal - epilation
C0221376	Hydrosalpinx (disease)
C0449582	With texture
C0230431	Structure of right knee
C0348070	Structure of permanent tooth
C0036974	Shock
C0223084	Body of vertebra
C0340861	Electromechanical dissociation
C0181315	SYRINGE, BALLOON INFLATION
C0923405	Branch of middle cerebral artery
C0227052	Maxillary left second molar
C0242875	Ventricular Septal Rupture
C3829361	L2-L3 Intervertebral Space
C1720823	Stereotactic Body Radiotherapy
C0009995	Cor Triatriatum
C4022658	Punctate periventricular T2 hyperintense foci
C0037932	Curvature of spine
C0429874	Venous flow
C0195705	Crede maneuver
C0444498	In situ
C0227099	Mandibular right second primary molar
C0442812	Marginate
C0876973	Infectious Lung Disorder
C0206655	Alveolar rhabdomyosarcoma
C0223896	Structure of tibial tuberosity
C0015801	Structure of femoral artery
C0024449	Mycetoma
C0221355	Macrocephaly
C1882351	Petroclival Region
C0015674	Chronic Fatigue Syndrome
C0230108	Infraclavicular region structure
C0221166	Paraparesis
C2936372	Atrio-Biventricular Pacing
C0225630	Left main bronchus structure
C0580586	Extracranial
C0424496	Plethoric face
C0205258	Indeterminate
C0337671	Former smoker
C0205115	Afferent
C0729728	Femoral false aneurysm
C0078981	Arachnoid Cysts
C0026946	Mycoses
C1336532	Occlusion of superior vena cava
C0013274	Patent ductus arteriosus
C0228126	Leptomeninges
C0439859	Autologous (qualifier value)
C0442063	Upper segment
C0269291	Pregnancy, Heterotopic
C0011501	Deoxyglucose
C0522051	Acute chest pain
C0011065	Cessation of life
C0227067	Mandibular right lateral incisor
C0225706	Right lung
C4247023	Retromolar region
C0012811	Colon diverticulum anatomic structure
C1269909	Moved from
C5206429	Renal Calyx and Pelvis
C0226543	Structure of external jugular vein
C0376579	Macrophage Inflammatory Proteins
C4732796	Apical hypertrophic cardiomyopathy
C0000921	Accidental Falls
C0206138	CREST Syndrome
C0037361	Smell Perception
C1293134	Enlargement procedure
C5192444	Dissection of celiac artery
C0445022	Loop
C0271066	Choroidal retinal neovascularization
C0000932	Traffic accidents
C4763873	Core Decompression
C0035851	Root Resorption
C0015809	Femoral vein
C2981706	Stage IIA Uveal Melanoma AJCC v7
C1704257	Molecular Genetic Abnormality
C0699952	Fused
C0040450	Tooth Reimplantation
C1883047	Small Lesion
C0225776	Visceral pleura
C0002911	Anesthesia, Conduction
C0444628	Crescents
C1517198	Fissural
C0230195	Linea alba
C0226302	Structure of right branch of hepatic artery
C0004455	Structure of axillary artery
C0001563	Administration, Oral
C0026277	Mixed Salivary Gland Tumor
C4761387	Well Marginated Nodule
C0015426	Eyelid structure
C0035787	ROC Curve
C0156149	Gastrointestinal tract vascular insufficiency
C0036426	Sclerosing agent
C0162871	Aortic Aneurysm, Abdominal
C0007285	Bone structure of carpus
C0150189	Distraction training
C0223675	Structure of acetabular fossa
C0936148	posaconazole
C0410653	Atlantoaxial instability
C0227224	Stomach wall structure
C0392306	Flexible ureteroscope
C0543488	Interested
C4034374	Liver Stiffness
C0226261	Structure of right subclavian artery
C1511253	Boost
C4024153	Asymmetry of the mouth
C0032046	Placenta Previa
C0599994	Overprotected
C1289829	Packing material
C1854718	J-shaped sella turcica
C0736448	Wall of body of uterus
C1314677	Maintaining (action)
C0240873	Rectal mass
C2985135	Endobronchial Lesion
C0007569	Celiac Artery
C0225707	Structure of apex of right lung
C0410264	Contracture of tendo achilles
C0948277	Hydrometra
C0013502	Echinococcosis
C1842155	Flat capital femoral epiphysis
C0179108	Applicator - device
C3887679	Nissen Operation
C0041834	Erythema
C0179977	Aneurysm clip
C0225334	Subserosa
C0682560	Lamellar bone
C0442192	Supraglottic
C4325505	Right atrial mass
C0020676	Hypothyroidism
C0245355	ras GTPase-Activating Proteins
C0747078	Generalized osteopenia
C0039411	Technetium
C3827688	Ureter Compression
C0008679	Chronic disease
C1519789	Unexpected Adverse Event
C0017237	gelatin
C1283123	Sengstaken-Blakemore tube
C0502383	Interlobar bronchus
C1514243	Positive Predictive Value of Diagnostic Test
C0019010	Hemodynamics
C4553158	Neurofilament Light Chain Protein Measurement
C0043246	Laceration
C0224427	Structure of gluteus minimus muscle
C0205385	Ascending
C2833225	Type II fracture of odontoid process of axis
C0040186	Structure of tibial nerve
C4054178	Pigtail Drain
C0029417	Osteoblastoma
C0677944	Sentinel node (disorder)
C0151664	Gastrointestinal perforation
C1851712	Dural ectasia
C0228174	Cerebral hemisphere structure (body structure)
C0032987	Ectopic Pregnancy
C1855845	Patchy osteosclerosis
C0581296	intracranial lesion
C3160815	Intraductal papillary mucinous neoplasm
C0039685	Tetralogy of Fallot
C0947182	ribs on right side
C0242184	Hypoxia
C0037090	Signs and Symptoms, Respiratory
C0013806	Electroconvulsive Therapy
C0036421	Systemic Scleroderma
C0700364	Appearance
C4244914	Pronasale
C0238154	Hematoma, Epidural, Cranial
C0448660	Structure of tendon of semimembranosus
C0439661	Acquired (qualifier value)
C0240059	Ventricular hemorrhage
C0446472	Side of chest
C0475072	Traumatic cerebral hemorrhage
C0205514	Lateral approach
C2827723	Anteroposterior Orientation
C0003308	Antifungal Agents
C0027627	Neoplasm Metastasis
C0651007	4-((1,4,8,11-tetraazacyclotetradec-1-yl)methyl)benzoic acid
C0266295	Congenital hypoplasia of kidney
C4055270	Cardiothoracic
C0991509	Oral Flakes
C0001911	albendazole
C2349984	Inversion
C0036220	Kaposi Sarcoma
C1261076	Structure of left upper lobe of lung
C0033572	Prostate
C0009730	Spinal meningocele
C3204189	Nasoduodenal feeding tube
C0344721	Giant left atrium
C0442113	Intragastric
C2239273	Supraglottis (body part)
C0022681	Medullary sponge kidney
C0085406	Anisotropy
C0023798	Lipoma
C3277019	Horizontal eyebrow
C0025462	Midbrain structure
C0815997	Branch of brachial artery
C0442108	Intra-articular
C0917990	Acro-Osteolysis
C0007793	Cerebral Peduncle
C0559459	Sacrococcygeal teratoma
C0738947	Left deep femoral artery
C0819142	Right bronchial tree
C0205415	Balanced - adjective
C3829259	Loose Seed Implant
C0040597	Traction
C4744492	Staged Resection
C0687028	Duct (organ) structure
C0504053	Wall of left ventricle
C0036471	Scrotum
C0860888	Tomography, Spiral Computed
C0332221	Satellite (minor structure)
C0222601	Left breast
C0268804	Hydroureteronephrosis
C0225331	Fibrous tissue
C0018220	Gray Matter
C0225724	Structure of apical segment of right lower lobe of lung
C1297910	Left lumbar region
C0013931	Embolization, Therapeutic
C0008114	Chin
C0015734	Fecal Impaction
C0015808	Structure of femoral nerve
C0205207	Cystic
C0029127	Optic Disk
C1710137	Spacing
C1883702	Supernumerary
C0454198	Clinical target volume
C0240611	Mass of ovary
C0225599	Tracheal bronchus
C0025268	Multiple Endocrine Neoplasia Type 2a
C0455825	Left ventricular mass
C0016360	fluorouracil
C0559395	Luxatio Erecta
C0686907	Consequence of
C0037366	Smoke
C0007144	Cardia of stomach
C0227040	Maxillary right lateral incisor
C0577538	Tethered
C1522447	Cutaneous Route of Drug Administration
C1721049	Capsule Endoscopes
C0036846	Sesamoid Bones
C1178967	Supero-inferior
C1522442	Corpus Spongiosum
C0267094	Broncho-esophageal fistula
C0443235	Impulse technique
C0038001	Structure of splenic vein
C0085639	Falls
C0002986	Fabry Disease
C0206692	Carcinoma, Lobular
C0042149	Uterus
C0227011	Neck of tooth
C4733408	Quadratus Lumborum Block
C0740690	Multiple abscesses
C0246415	docetaxel
C3697647	Plunging ranula
C0222041	Shell - Animal skin appendage
C0032300	Lobar Pneumonia
C0042559	Structure of vertebral artery
C0228329	Medial Dorsal Nucleus
C0037023	Sialadenitis
C0694658	left subclavian
C0018934	Hematocolpos
C0017086	Gangrene
C0428772	Left ventricular ejection fraction
C4319935	Irreversible Electroporation
C2985494	Resorption
C0443268	nodal (pertaining to a node)
C4538849	Multilobulated spleen
C0006131	Branchioma
C0042449	Veins
C1704551	Longitudinal Axis
C1370824	Interstitial emphysema
C0152240	Uterus bilocularis
C0162858	Structure of ulnar artery
C0007859	Neck Pain
C4687463	Minimally Invasive Interval Debulking Surgery
C0018965	Hematuria
C0038427	Streptonigrin
C3887851	Basilar invagination
C0040083	Thymidine Phosphorylase
C0205168	Thin (qualifier value)
C0231472	Standing position
C0396585	Sleeve Lobectomy
C4759711	Sand
C0021932	Intubation, Intratracheal
C0796074	MOHR-TRANEBJAERG SYNDROME
C0332562	space-occupying lesion
C0002992	Angiomatosis
C0424092	Withdrawn
C0004153	Atherosclerosis
C0150934	Ear, nose and throat
C0205439	Fifth
C0224121	Structure of buccinator muscle
C0205384	Branching (qualifier value)
C0014268	Administration of enema
C0015625	Fanconi Anemia
C0347627	Laceration of lung
C1962987	Ascend (action)
C0553573	Primary infertility
C0439780	Forward
C0042282	Valgus deformity
C0278846	Invasive Thymoma
C0496873	Benign neoplasm of retroperitoneum
C0205257	Incomplete
C2364135	Discomfort
C0230260	Lesser omentum
C0039142	Syringes
C0036435	Sclerotherapy
C0524454	endovaginal
C0224445	Structure of vastus medialis muscle
C4024593	Absent left hemidiaphragm
C1283683	Sciatic notch
C4014733	Follicular hyperplasia
C0014009	Empyema
C0333348	Inflammatory
C0184898	Surgical incisions
C1516119	sorafenib
C0242231	Coronary Stenosis
C0022782	Penile Leukoplakia
C0003380	antimony
C0399352	Developmental absence of tooth
C1518248	Nerve Sheath
C0005388	Bile fluid
C1735886	Bland White Garland Syndrome
C1265605	Smooth mass
C0225704	Basal segment of lung
C0009492	Compartment syndromes
C0883301	catheter placement
C0224375	External Abdominal Oblique Muscle
C0028866	Oculomotor Nerve Paralysis
C0222595	Central portion of breast
C1512814	Radiotherapy, Intensity-Modulated
C0376495	Retreatments
C0205277	Loculated
C0507237	Posterior segmental vein
C4055508	Accessory Tissue
C0856761	Budd-Chiari Syndrome
C1260953	Suppressed
C0019939	Horns
C0556639	kilovolt
C0023878	Lithotripsy
C3272697	Embryonic remnant
C4527217	Infiltrative Tumor Margin
C0004031	Aspergillosis, Allergic Bronchopulmonary
C0450363	Three-dimensional
C0040067	Thumb structure
C0041341	Tuberous Sclerosis
C3669031	Bone structure of middle phalanx
C1522619	Esophageal
C0221210	Congenital malrotation of intestine
C0262587	Parathyroid Adenoma
C0007138	Carcinoma, Transitional Cell
C1334261	Intraorbital Meningioma
C0263105	Abscess of abdominal wall
C0560135	electronvolt
C0404089	Laparoscopic hysterectomy
C0018817	Atrial Septal Defects
C0002895	Anemia, Sickle Cell
C0230365	Structure of right wrist
C0493188	Subclavian catheter
C0226365	Structure of right internal iliac artery
C0302497	Retrobulbar Hemorrhage
C0007124	Noninfiltrating Intraductal Carcinoma
C0042928	Vocal Cord Paralysis
C0007275	External carotid artery structure
C0040421	Palatine Tonsil
C0014124	Endocardium
C0005615	Birth
C0019564	Hippocampus (Brain)
C0507192	Left rectus abdominis
C0228903	Structure of iliohypogastric nerve
C0162529	Colitis, Ischemic
C0229783	Structure of pancreatic lymph node
C0152222	Parinaud Syndrome
C0740279	Atrophy of cerebellum
C4531220	Coronary sinus enlargement
C0522055	Electrocardiogram abnormal
C4085565	Protruding
C0022651	Structure of calyx
C0595620	Intratendinous Route of Drug Administration
C0224440	Structure of quadriceps femoris muscle
C0224252	Flexor carpi radialis
C0002055	Alkalies
C0085263	Sphincterotomy, Endoscopic
C0162869	Aneurysm, Ruptured
C0232970	Postmenopausal state
C0225889	Septal papillary muscle of right ventricle
C4042807	Self Expandable Metallic Stents
C0031256	Petechiae
C3811054	transcriptional preinitiation complex
C0004760	Dysbarism
C0020614	Hypoglossal nerve structure
C0929178	Left hilum
C0702117	consolidated
C0036396	Sciatica
C3640701	Proximal Circumflex Artery
C4289963	Area at End Ventricular Diastole
C0314761	Normal flora
C0041632	Structure of umbilical artery
C0150595	Gastrostomy tube
C0003507	Aortic Valve Stenosis
C1955637	Intra-operative neurophysiologic monitoring
